Utility Bill Date,Facility Name,Account Number,Line Item Type Name,Line Item Usage,Line Item Cost,Account Financial Code 1,Account Financial Code 2,Line Item Start Date,Line Item End Date,Facility Number,Line Item Category Name,Meter Type Name
7/1/24,68 Elmwood Pl,14758403 151 000 0,Delivery,0,47.85,"1873	","7302	",5/31/24,7/1/24,"78	",Charges,N/A
7/1/24,68 Elmwood Pl,14758403 151 000 0,Supply,12,11.99,"1873	","7302	",5/31/24,7/1/24,"78	",Usage,N/A
7/1/24,68 Elmwood Pl,14758403 151 000 0,Taxes,0,2.39,"1873	","7302	",5/31/24,7/1/24,"78	",Taxes,N/A
7/1/24,129 W College St,14758403 152 000 9,Delivery,0,46.93,"1809	","7302	",5/31/24,7/1/24,"12	",Charges,N/A
7/1/24,129 W College St,14758403 152 000 9,Supply,1,1,"1809	","7302	",5/31/24,7/1/24,"12	",Usage,N/A
7/1/24,129 W College St,14758403 152 000 9,Taxes,0,2.34,"1809	","7302	",5/31/24,7/1/24,"12	",Taxes,N/A
7/1/24,37 Elmwood Pl,14758403 153 000 8,Delivery,0,47.59,"1852	","7302	",5/31/24,7/1/24,"60	",Charges,N/A
7/1/24,37 Elmwood Pl,14758403 153 000 8,Supply,9,8.99,"1852	","7302	",5/31/24,7/1/24,"60	",Usage,N/A
7/1/24,37 Elmwood Pl,14758403 153 000 8,Taxes,0,2.37,"1852	","7302	",5/31/24,7/1/24,"60	",Taxes,N/A
7/1/24,108 E College St A2,14758403 159 000 2,Delivery,0,47.94,"1803	","7302	",5/31/24,7/1/24,"211	",Charges,N/A
7/1/24,108 E College St A2,14758403 159 000 2,Supply,13,12.99,"1803	","7302	",5/31/24,7/1/24,"211	",Usage,N/A
7/1/24,108 E College St A2,14758403 159 000 2,Taxes,0,2.39,"1803	","7302	",5/31/24,7/1/24,"211	",Taxes,N/A
7/1/24,36 N Pleasant St,14758403 164 000 5,Delivery,0,168.14,"1862	","7302	",5/31/24,7/1/24,"59	",Charges,N/A
7/1/24,36 N Pleasant St,14758403 164 000 5,Supply,8,7.99,"1862	","7302	",5/31/24,7/1/24,"59	",Usage,N/A
7/1/24,36 N Pleasant St,14758403 164 000 5,Taxes,0,8.39,"1862	","7302	",5/31/24,7/1/24,"59	",Taxes,N/A
7/1/24,36 N Pleasant St #4,14758403 165 000 4,Delivery,0,46.84,"1862	","7302	",5/31/24,7/1/24,"218	",Charges,N/A
7/1/24,36 N Pleasant St #4,14758403 165 000 4,Supply,0,0,"1862	","7302	",5/31/24,7/1/24,"218	",Usage,N/A
7/1/24,36 N Pleasant St #4,14758403 165 000 4,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"218	",Taxes,N/A
7/1/24,83 Elmwood Pl,14758403 166 000 3,Delivery,0,47.18,"1871	","7302	",5/31/24,7/1/24,"85	",Charges,N/A
7/1/24,83 Elmwood Pl,14758403 166 000 3,Supply,4,4,"1871	","7302	",5/31/24,7/1/24,"85	",Usage,N/A
7/1/24,83 Elmwood Pl,14758403 166 000 3,Taxes,0,2.35,"1871	","7302	",5/31/24,7/1/24,"85	",Taxes,N/A
7/1/24,108 E College St A1,14758403 168 000 1,Delivery,0,47.18,"1803	","7302	",5/31/24,7/1/24,"4	",Charges,N/A
7/1/24,108 E College St A1,14758403 168 000 1,Supply,4,4,"1803	","7302	",5/31/24,7/1/24,"4	",Usage,N/A
7/1/24,108 E College St A1,14758403 168 000 1,Taxes,0,2.35,"1803	","7302	",5/31/24,7/1/24,"4	",Taxes,N/A
7/1/24,77 W College St - Kohl Building,14758403 170 000 7,Delivery,0,47.85,"1595	","7302	",5/31/24,7/1/24,"199	",Charges,N/A
7/1/24,77 W College St - Kohl Building,14758403 170 000 7,Supply,12,11.99,"1595	","7302	",5/31/24,7/1/24,"199	",Usage,N/A
7/1/24,77 W College St - Kohl Building,14758403 170 000 7,Taxes,0,2.39,"1595	","7302	",5/31/24,7/1/24,"199	",Taxes,N/A
7/1/24,37 N Pleasant St #2 - CPO,14758403 171 000 6,Delivery,0,47.43,"9451	","7302	",5/31/24,7/1/24,"61	",Charges,N/A
7/1/24,37 N Pleasant St #2 - CPO,14758403 171 000 6,Supply,7,6.99,"9451	","7302	",5/31/24,7/1/24,"61	",Usage,N/A
7/1/24,37 N Pleasant St #2 - CPO,14758403 171 000 6,Taxes,0,2.37,"9451	","7302	",5/31/24,7/1/24,"61	",Taxes,N/A
7/1/24,108 E College St A3,14758403 175 000 2,Delivery,0,47.09,"1803	","7302	",5/31/24,7/1/24,"219	",Charges,N/A
7/1/24,108 E College St A3,14758403 175 000 2,Supply,3,3,"1803	","7302	",5/31/24,7/1/24,"219	",Usage,N/A
7/1/24,108 E College St A3,14758403 175 000 2,Taxes,0,2.35,"1803	","7302	",5/31/24,7/1/24,"219	",Taxes,N/A
7/1/24,74 Elmwood Pl,14758403 179 000 8,Delivery,0,48.12,"1851	","7302	",5/31/24,7/1/24,"81	",Charges,N/A
7/1/24,74 Elmwood Pl,14758403 179 000 8,Supply,15,14.99,"1851	","7302	",5/31/24,7/1/24,"81	",Usage,N/A
7/1/24,74 Elmwood Pl,14758403 179 000 8,Taxes,0,2.4,"1851	","7302	",5/31/24,7/1/24,"81	",Taxes,N/A
7/1/24,29 N Cedar St,14758403 183 000 2,Delivery,0,47.09,"1881	","7302	",5/31/24,7/1/24,"55	",Charges,N/A
7/1/24,29 N Cedar St,14758403 183 000 2,Supply,3,3,"1881	","7302	",5/31/24,7/1/24,"55	",Usage,N/A
7/1/24,29 N Cedar St,14758403 183 000 2,Taxes,0,2.35,"1881	","7302	",5/31/24,7/1/24,"55	",Taxes,N/A
7/1/24,35 Willard Ct #5,14758403 188 000 7,Delivery,0,46.84,"1862	","7302	",5/31/24,7/1/24,"252	",Charges,N/A
7/1/24,35 Willard Ct #5,14758403 188 000 7,Supply,0,0,"1862	","7302	",5/31/24,7/1/24,"252	",Usage,N/A
7/1/24,35 Willard Ct #5,14758403 188 000 7,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"252	",Taxes,N/A
7/1/24,164 1/2 E Lorain St - DJ's,14758403 193 000 0,Delivery,0,47.18,"1554	","7302	",5/31/24,7/1/24,"208	",Charges,N/A
7/1/24,164 1/2 E Lorain St - DJ's,14758403 193 000 0,Supply,4,1.72,"1554	","7302	",5/31/24,7/1/24,"208	",Usage,N/A
7/1/24,164 1/2 E Lorain St - DJ's,14758403 193 000 0,Taxes,0,2.35,"1554	","7302	",5/31/24,7/1/24,"208	",Taxes,N/A
7/1/24,35 Willard Ct #1,14758403 194 000 9,Delivery,0,46.84,"1862	","7302	",5/31/24,7/1/24,"58	",Charges,N/A
7/1/24,35 Willard Ct #1,14758403 194 000 9,Supply,0,0,"1862	","7302	",5/31/24,7/1/24,"58	",Usage,N/A
7/1/24,35 Willard Ct #1,14758403 194 000 9,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"58	",Taxes,N/A
7/1/24,35 Willard Ct #3,14758403 197 000 6,Delivery,0,46.93,"1862	","7302	",5/31/24,7/1/24,"215	",Charges,N/A
7/1/24,35 Willard Ct #3,14758403 197 000 6,Supply,1,0.46,"1862	","7302	",5/31/24,7/1/24,"215	",Usage,N/A
7/1/24,35 Willard Ct #3,14758403 197 000 6,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"215	",Taxes,N/A
7/1/24,37 N Pleasant St #1 - CPO,14758403 198 000 5,Delivery,0,47.18,"9451	","7302	",5/31/24,7/1/24,"220	",Charges,N/A
7/1/24,37 N Pleasant St #1 - CPO,14758403 198 000 5,Supply,4,1.83,"9451	","7302	",5/31/24,7/1/24,"220	",Usage,N/A
7/1/24,37 N Pleasant St #1 - CPO,14758403 198 000 5,Taxes,0,2.35,"9451	","7302	",5/31/24,7/1/24,"220	",Taxes,N/A
7/1/24,35 Willard Ct #7,14758403 199 000 4,Delivery,0,46.84,"1862	","7302	",5/31/24,7/1/24,"216	",Charges,N/A
7/1/24,35 Willard Ct #7,14758403 199 000 4,Supply,0,0,"1862	","7302	",5/31/24,7/1/24,"216	",Usage,N/A
7/1/24,35 Willard Ct #7,14758403 199 000 4,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"216	",Taxes,N/A
7/1/24,63 E Lorain St,14758403 200 000 0,Delivery,0,47,"1814	","7302	",5/31/24,7/1/24,"74	",Charges,N/A
7/1/24,63 E Lorain St,14758403 200 000 0,Supply,2,0.92,"1814	","7302	",5/31/24,7/1/24,"74	",Usage,N/A
7/1/24,63 E Lorain St,14758403 200 000 0,Taxes,0,2.34,"1814	","7302	",5/31/24,7/1/24,"74	",Taxes,N/A
7/1/24,36 N Pleasant St #2,14758403 201 000 9,Delivery,0,46.84,"1862	","7302	",5/31/24,7/1/24,"217	",Charges,N/A
7/1/24,36 N Pleasant St #2,14758403 201 000 9,Supply,0,0,"1862	","7302	",5/31/24,7/1/24,"217	",Usage,N/A
7/1/24,36 N Pleasant St #2,14758403 201 000 9,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"217	",Taxes,N/A
7/1/24,36 N Pleasant St #8,14758403 202 000 8,Delivery,0,46.84,"1862	","7302	",5/31/24,7/1/24,"222	",Charges,N/A
7/1/24,36 N Pleasant St #8,14758403 202 000 8,Supply,0,0,"1862	","7302	",5/31/24,7/1/24,"222	",Usage,N/A
7/1/24,36 N Pleasant St #8,14758403 202 000 8,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"222	",Taxes,N/A
7/1/24,36 N Pleasant St #6,14758403 203 000 7,Delivery,0,46.84,"1862	","7302	",5/31/24,7/1/24,"221	",Charges,N/A
7/1/24,36 N Pleasant St #6,14758403 203 000 7,Supply,0,0,"1862	","7302	",5/31/24,7/1/24,"221	",Usage,N/A
7/1/24,36 N Pleasant St #6,14758403 203 000 7,Taxes,0,2.34,"1862	","7302	",5/31/24,7/1/24,"221	",Taxes,N/A
7/1/24,127 Woodhaven Pl - FLWH,15-34415-1,Electric-Usage (KWH),125,24.06,"1570	",,6/1/24,7/1/24,"193	",Usage,Grid Purchased
7/1/24,127 Woodhaven Pl - FLWH,15-34415-1,Sewer-Usage (CF),100,21.33,"1570	",,6/1/24,7/1/24,"193	",Usage,N/A
7/1/24,127 Woodhaven Pl - FLWH,15-34415-1,Trash (City Charges),0,12.5,"1570	",,6/1/24,7/1/24,"193	",Charges,Refuse
7/1/24,127 Woodhaven Pl - FLWH,15-34415-1,Water-Usage (CF),100,29.37,"1570	",,6/1/24,7/1/24,"193	",Usage,Potable
7/1/24,19 E College St - Apollo,17667142 001 000 9,Delivery,0,179.36,"1135	","7302	",5/31/24,7/1/24,"259	",Charges,N/A
7/1/24,19 E College St - Apollo,17667142 001 000 9,Supply,47,46.95,"1135	","7302	",5/31/24,7/1/24,"259	",Usage,N/A
7/1/24,19 E College St - Apollo,17667142 001 000 9,Taxes,0,8.94,"1135	","7302	",5/31/24,7/1/24,"259	",Taxes,N/A
7/1/24,177 N Professor St,18558200 001 000 5,Delivery,0,47.35,"1802	","7302	",5/31/24,7/1/24,"36	",Charges,N/A
7/1/24,177 N Professor St,18558200 001 000 5,Supply,6,5.99,"1802	","7302	",5/31/24,7/1/24,"36	",Usage,N/A
7/1/24,177 N Professor St,18558200 001 000 5,Taxes,0,2.36,"1802	","7302	",5/31/24,7/1/24,"36	",Taxes,N/A
7/1/24,12 N Pleasant St - Charles Martin Hall - back downstairs,21-06610-18,Electric-Usage (KWH),33,11.87,"1805	","7303	",6/1/24,7/1/24,"9	",Usage,Grid Purchased
7/1/24,16 N Pleasant St - Charles Martin Hall upstairs,21-06620-9,Electric-Usage (KWH),40,12.8,"1805	","7303	",6/1/24,7/1/24,"31	",Usage,Grid Purchased
7/1/24,64 E College St 2nd Fl,21-06630-4,Electric-Usage (KWH),0,7.5,"1805	",,6/1/24,7/1/24,"228	",Usage,Grid Purchased
7/1/24,64 E College St 2nd Fl,21-06630-4,Trash (City Charges),0,12.5,"1805	",,6/1/24,7/1/24,"228	",Charges,Refuse
7/1/24,64 E College St - Charles Martin Hall front downstairs,21-06640-11,Electric-Usage (KWH),82,18.36,"1805	","7303	",6/1/24,7/1/24,"75	",Usage,Grid Purchased
7/1/24,64 E College St - Charles Martin Hall front downstairs,21-06645-1,Sewer-Usage (CF),0,21.33,"1805	",,6/1/24,7/1/24,"75	",Usage,N/A
7/1/24,64 E College St - Charles Martin Hall front downstairs,21-06645-1,Water-Usage (CF),0,29.37,"1805	",,6/1/24,7/1/24,"75	",Usage,Potable
7/1/24,108 E College St A1,21-06810-14,Electric-Usage (KWH),37,12.4,"1803	",,6/1/24,7/1/24,"4	",Usage,Grid Purchased
7/1/24,108 E College St A1,21-06810-14,Sewer-Usage (CF),0,21.33,"1803	",,6/1/24,7/1/24,"4	",Usage,N/A
7/1/24,108 E College St A1,21-06810-14,Water-Usage (CF),0,29.37,"1803	",,6/1/24,7/1/24,"4	",Usage,Potable
7/1/24,108 E College St A2,21-06820-15,Electric-Usage (KWH),112,22.33,"1803	",,6/1/24,7/1/24,"211	",Usage,Grid Purchased
7/1/24,108 E College St A2,21-06820-15,Sewer-Usage (CF),800,56.88,"1803	",,6/1/24,7/1/24,"211	",Usage,N/A
7/1/24,108 E College St A2,21-06820-15,Water-Usage (CF),800,78.32,"1803	",,6/1/24,7/1/24,"211	",Usage,Potable
7/1/24,108 E College St A3,21-06830-16,Electric-Usage (KWH),99,20.62,"1803	",,6/1/24,7/1/24,"219	",Usage,Grid Purchased
7/1/24,108 E College St A3,21-06830-16,Sewer-Usage (CF),0,21.33,"1803	",,6/1/24,7/1/24,"219	",Usage,N/A
7/1/24,108 E College St A3,21-06830-16,Water-Usage (CF),0,29.37,"1803	",,6/1/24,7/1/24,"219	",Usage,Potable
7/1/24,120 E College St,21-06850-4,Electric-Usage (KWH),138,25.78,"1804	","7303	",6/1/24,7/1/24,"10	",Usage,Grid Purchased
7/1/24,285 E College St - Koppes/Norris House,21-07900-2,Electric-Usage (KWH),1219,168.96,"6276	",,6/1/24,7/1/24,"253	",Usage,Grid Purchased
7/1/24,285 E College St - Koppes/Norris House,21-07900-2,Sewer-Usage (CF),600,42.66,"6276	",,6/1/24,7/1/24,"253	",Usage,N/A
7/1/24,285 E College St - Koppes/Norris House,21-07900-2,Trash (City Charges),0,25,"6276	",,6/1/24,7/1/24,"253	",Charges,Refuse
7/1/24,285 E College St - Koppes/Norris House,21-07900-2,Water-Usage (CF),600,58.74,"6276	",,6/1/24,7/1/24,"253	",Usage,Potable
7/1/24,285 E College St - Garden,21-07901-2,Water-Usage (CF),100,9.79,"6276	","7304	",6/1/24,7/1/24,"263	",Usage,Potable
7/1/24,315 E College St - Burrell King House,21-07975-3,Electric-Usage (KWH),1855,253.2,"1594	",,6/1/24,7/1/24,"106	",Usage,Grid Purchased
7/1/24,315 E College St - Burrell King House,21-07975-3,Trash (City Charges),0,12.5,"1594	",,6/1/24,7/1/24,"106	",Charges,Refuse
7/1/24,315 E College St - Burrell King House,21-07980-3,Sewer-Usage (CF),300,21.33,"1594	",,6/1/24,7/1/24,"106	",Usage,N/A
7/1/24,315 E College St - Burrell King House,21-07980-3,Water-Usage (CF),300,29.37,"1594	",,6/1/24,7/1/24,"106	",Usage,Potable
7/1/24,315 E College St - Garden,21-07981-1,Water-Usage (CF),0,0,"1594	","7304	",6/1/24,7/1/24,"289	",Usage,Potable
7/1/24,20 E Lorain St,24-14140-7,Electric-Usage (KWH),41,12.93,"1812	",,6/1/24,7/1/24,"194	",Usage,Grid Purchased
7/1/24,20 E Lorain St,24-14140-7,Sewer-Usage (CF),0,21.33,"1812	",,6/1/24,7/1/24,"194	",Usage,N/A
7/1/24,20 E Lorain St,24-14140-7,Trash (City Charges),0,12.5,"1812	",,6/1/24,7/1/24,"194	",Charges,Refuse
7/1/24,20 E Lorain St,24-14140-7,Water-Usage (CF),0,29.37,"1812	",,6/1/24,7/1/24,"194	",Usage,Potable
7/1/24,22 E Lorain St,24-14150-4,Electric-Usage (KWH),137,25.65,"1812	",,6/1/24,7/1/24,"46	",Usage,Grid Purchased
7/1/24,22 E Lorain St,24-14150-4,Sewer-Usage (CF),0,21.33,"1812	",,6/1/24,7/1/24,"46	",Usage,N/A
7/1/24,22 E Lorain St,24-14150-4,Trash (City Charges),0,12.5,"1812	",,6/1/24,7/1/24,"46	",Charges,Refuse
7/1/24,22 E Lorain St,24-14150-4,Water-Usage (CF),0,29.37,"1812	",,6/1/24,7/1/24,"46	",Usage,Potable
7/1/24,55 E Lorain St (formerly Art Studio),24-14260-1,Electric-Usage (KWH),124,23.93,"1568	",,6/1/24,7/1/24,"97	",Usage,Grid Purchased
7/1/24,55 E Lorain St (formerly Art Studio),24-14260-1,Sewer-Usage (CF),0,21.33,"1568	",,6/1/24,7/1/24,"97	",Usage,N/A
7/1/24,55 E Lorain St (formerly Art Studio),24-14260-1,Trash (City Charges),0,12.5,"1568	",,6/1/24,7/1/24,"97	",Charges,Refuse
7/1/24,55 E Lorain St (formerly Art Studio),24-14260-1,Water-Usage (CF),0,29.37,"1568	",,6/1/24,7/1/24,"97	",Usage,Potable
7/1/24,61 E Lorain St,24-14280-14,Electric-Usage (KWH),150,27.37,"1889	",,6/1/24,7/1/24,"71	",Usage,Grid Purchased
7/1/24,61 E Lorain St,24-14280-14,Sewer-Usage (CF),0,21.33,"1889	",,6/1/24,7/1/24,"71	",Usage,N/A
7/1/24,61 E Lorain St,24-14280-14,Trash (City Charges),0,12.5,"1889	",,6/1/24,7/1/24,"71	",Charges,Refuse
7/1/24,61 E Lorain St,24-14280-14,Water-Usage (CF),0,29.37,"1889	",,6/1/24,7/1/24,"71	",Usage,Potable
7/1/24,63 E Lorain St,24-14290-13,Electric-Usage (KWH),397,60.09,"1814	",,6/1/24,7/1/24,"74	",Usage,Grid Purchased
7/1/24,63 E Lorain St,24-14290-13,Sewer-Usage (CF),0,21.33,"1814	",,6/1/24,7/1/24,"74	",Usage,N/A
7/1/24,63 E Lorain St,24-14290-13,Trash (City Charges),0,12.5,"1814	",,6/1/24,7/1/24,"74	",Charges,Refuse
7/1/24,63 E Lorain St,24-14290-13,Water-Usage (CF),0,29.37,"1814	",,6/1/24,7/1/24,"74	",Usage,Potable
7/1/24,164 E Lorain St - Art Studio,24-14700-1,Electric-Usage (KWH),1130,164.66,"1554	",,6/1/24,7/1/24,"96	",Usage,Grid Purchased
7/1/24,164 E Lorain St - Art Studio,24-14700-1,Sewer-Usage (CF),100,21.33,"1554	",,6/1/24,7/1/24,"96	",Usage,N/A
7/1/24,164 E Lorain St - Art Studio,24-14700-1,Water-Usage (CF),100,29.37,"1554	",,6/1/24,7/1/24,"96	",Usage,Potable
7/1/24,164 1/2 E Lorain St - DJ's,24-14705-2,Electric-Usage (KWH),3,15.4,"1554	",,6/1/24,7/1/24,"208	",Usage,Grid Purchased
7/1/24,164 1/2 E Lorain St - DJ's,24-14705-2,Trash (City Charges),0,98.55,"1554	",,6/1/24,7/1/24,"208	",Charges,Refuse
7/1/24,61 Willard Ct,24-16500-8,Electric-Usage (KWH),725,103.53,"1890	",,6/1/24,7/1/24,"72	",Usage,Grid Purchased
7/1/24,61 Willard Ct,24-16500-8,Sewer-Usage (CF),0,21.33,"1890	",,6/1/24,7/1/24,"72	",Usage,N/A
7/1/24,61 Willard Ct,24-16500-8,Trash (City Charges),0,12.5,"1890	",,6/1/24,7/1/24,"72	",Charges,Refuse
7/1/24,61 Willard Ct,24-16500-8,Water-Usage (CF),0,29.37,"1890	",,6/1/24,7/1/24,"72	",Usage,Potable
7/1/24,37 W College St - Oberlin Bookstore,26-00585-2,Demand,0,0,"1137	",,6/1/24,7/1/24,"201	",Demand,Grid Purchased
7/1/24,37 W College St - Oberlin Bookstore,26-00585-2,Electric-Usage (KWH),26640,3722.53,"1137	",,6/1/24,7/1/24,"201	",Usage,Grid Purchased
7/1/24,37 W College St - Oberlin Bookstore,26-00585-2,Sewer-Usage (CF),500,35.55,"1137	",,6/1/24,7/1/24,"201	",Usage,N/A
7/1/24,37 W College St - Oberlin Bookstore,26-00585-2,Trash (City Charges),0,147.83,"1137	",,6/1/24,7/1/24,"201	",Charges,Refuse
7/1/24,37 W College St - Oberlin Bookstore,26-00585-2,Water-Usage (CF),500,48.95,"1137	",,6/1/24,7/1/24,"201	",Usage,Potable
7/1/24,247 W Lorain St - Professional Services Bldg,26-04776-2,Demand,0,0,"1133	",,6/1/24,7/1/24,"168	",Demand,Grid Purchased
7/1/24,247 W Lorain St - Professional Services Bldg,26-04776-2,Electric-Usage (KWH),9660,1466.03,"1133	",,6/1/24,7/1/24,"168	",Usage,Grid Purchased
7/1/24,247 W Lorain St - Professional Services Bldg,26-04776-2,Sewer-Usage (CF),0,21.33,"1133	",,6/1/24,7/1/24,"168	",Usage,N/A
7/1/24,247 W Lorain St - Professional Services Bldg,26-04776-2,Trash (City Charges),0,330.26,"1133	",,6/1/24,7/1/24,"168	",Charges,Refuse
7/1/24,247 W Lorain St - Professional Services Bldg,26-04776-2,Water-Usage (CF),0,29.37,"1133	",,6/1/24,7/1/24,"168	",Usage,Potable
7/1/24,247 W Lorain St - Professional Services Bldg,26-04777-1,Sewer-Usage (CF),500,35.55,"1133	",,6/1/24,7/1/24,"168	",Usage,N/A
7/1/24,247 W Lorain St - Professional Services Bldg,26-04777-1,Water-Usage (CF),500,48.95,"1133	",,6/1/24,7/1/24,"168	",Usage,Potable
7/1/24,19 E College St - Apollo,26-06330-2,Demand,0,0,"1135	",,6/1/24,7/1/24,"259	",Demand,Grid Purchased
7/1/24,19 E College St - Apollo,26-06330-2,Electric-Usage (KWH),21560,2961.62,"1135	",,6/1/24,7/1/24,"259	",Usage,Grid Purchased
7/1/24,19 E College St - Apollo,26-06330-2,Sewer-Usage (CF),100,21.33,"1135	",,6/1/24,7/1/24,"259	",Usage,N/A
7/1/24,19 E College St - Apollo,26-06330-2,Trash (City Charges),0,147.83,"1135	",,6/1/24,7/1/24,"259	",Charges,Refuse
7/1/24,19 E College St - Apollo,26-06330-2,Water-Usage (CF),100,29.37,"1135	",,6/1/24,7/1/24,"259	",Usage,Potable
7/1/24,19 E College St - Apollo,26-06340-2,Sewer-Usage (CF),1300,92.43,"1135	",,6/1/24,7/1/24,"259	",Usage,N/A
7/1/24,19 E College St - Apollo,26-06340-2,Water-Usage (CF),1300,127.27,"1135	",,6/1/24,7/1/24,"259	",Usage,Potable
7/1/24,65 E College St - Suite 2,26-06590-8,Electric-Usage (KWH),1682,237.78,"1528	",,6/1/24,7/1/24,,Usage,Grid Purchased
7/1/24,65 E College St - Suite 2,26-06590-8,Sewer-Usage (CF),100,21.33,"1528	",,6/1/24,7/1/24,,Usage,N/A
7/1/24,65 E College St - Suite 2,26-06590-8,Water-Usage (CF),100,29.37,"1528	",,6/1/24,7/1/24,,Usage,Potable
7/1/24,65 E College St - CPO,26-06603-2,Electric-Usage (KWH),1833,257.78,"9455	",,6/1/24,7/1/24,"76	",Usage,Grid Purchased
7/1/24,65 E College St - CPO,26-06603-2,Sewer-Usage (CF),100,21.33,"9455	",,6/1/24,7/1/24,"76	",Usage,N/A
7/1/24,65 E College St - CPO,26-06603-2,Water-Usage (CF),100,29.37,"9455	",,6/1/24,7/1/24,"76	",Usage,Potable
7/1/24,65 E College St - Suite 5 - CPO,26-06604-1,Electric-Usage (KWH),1970,275.93,"9455	",,6/1/24,7/1/24,"225	",Usage,Grid Purchased
7/1/24,36 S Pleasant St - Firelands Dorm,26-10505-2,Demand,0,0,"6216	",,6/1/24,7/1/24,"123	",Demand,Grid Purchased
7/1/24,36 S Pleasant St - Firelands Dorm,26-10505-2,Electric-Usage (KWH),22800,2932.02,"6216	",,6/1/24,7/1/24,"123	",Usage,Grid Purchased
7/1/24,36 S Pleasant St - Firelands Dorm,26-10505-2,Sewer-Usage (CF),15300,1087.83,"6216	",,6/1/24,7/1/24,"123	",Usage,N/A
7/1/24,36 S Pleasant St - Firelands Dorm,26-10505-2,Water-Usage (CF),15300,1497.87,"6216	",,6/1/24,7/1/24,"123	",Usage,Potable
7/1/24,36 S Pleasant St - Firelands Dorm,26-10506-1,Sewer-Usage (CF),1200,85.32,"6216	",,6/1/24,7/1/24,"123	",Usage,N/A
7/1/24,36 S Pleasant St - Firelands Dorm,26-10506-1,Water-Usage (CF),1200,117.48,"6216	",,6/1/24,7/1/24,"123	",Usage,Potable
7/1/24,51 S Main St B - Hobbs Studio,31-17545-4,Electric-Usage (KWH),2571,355.27,"1596	",,6/1/24,7/1/24,"198	",Usage,Grid Purchased
7/1/24,51 S Main St B - Hobbs Studio,31-17545-4,Sewer-Usage (CF),0,21.33,"1596	",,6/1/24,7/1/24,"198	",Usage,N/A
7/1/24,51 S Main St B - Hobbs Studio,31-17545-4,Water-Usage (CF),0,29.37,"1596	",,6/1/24,7/1/24,"198	",Usage,Potable
7/1/24,68 S Professor St (formerly Lewis Ctr),32-19540-1,Sewer-Usage (CF),0,21.33,"1542	",,6/1/24,7/1/24,"155	",Usage,N/A
7/1/24,68 S Professor St (formerly Lewis Ctr),32-19540-1,Trash (City Charges),0,12.5,"1542	",,6/1/24,7/1/24,"155	",Charges,Refuse
7/1/24,68 S Professor St (formerly Lewis Ctr),32-19540-1,Water-Usage (CF),0,29.37,"1542	",,6/1/24,7/1/24,"155	",Usage,Potable
7/1/24,68 S Professor St (formerly Lewis Ctr),32-19545-1,Sewer-Usage (CF),100,21.33,"1542	",,6/1/24,7/1/24,"155	",Usage,N/A
7/1/24,68 S Professor St (formerly Lewis Ctr),32-19545-1,Water-Usage (CF),100,29.37,"1542	",,6/1/24,7/1/24,"155	",Usage,Potable
7/1/24,78 S Professor St,32-19550-10,Electric-Usage (KWH),102,21.01,"1832	",,6/1/24,7/1/24,"247	",Usage,Grid Purchased
7/1/24,78 S Professor St,32-19550-10,Trash (City Charges),0,12.5,"1832	",,6/1/24,7/1/24,"247	",Charges,Refuse
7/1/24,76 S Professor St,32-19555-14,Electric-Usage (KWH),30,11.47,"1832	",,6/1/24,7/1/24,"246	",Usage,Grid Purchased
7/1/24,76 S Professor St,32-19555-14,Trash (City Charges),0,12.5,"1832	",,6/1/24,7/1/24,"246	",Charges,Refuse
7/1/24,154 Forest St - President's House,33-21500-1,Electric-Usage (KWH),3088,423.51,"1560	",,6/1/24,7/1/24,"166	",Usage,Grid Purchased
7/1/24,154 Forest St - President's House,33-21500-1,Sewer-Usage (CF),2500,177.75,"1560	",,6/1/24,7/1/24,"166	",Usage,N/A
7/1/24,154 Forest St - President's House,33-21500-1,Water-Usage (CF),2500,244.75,"1560	",,6/1/24,7/1/24,"166	",Usage,Potable
7/1/24,132 Elm St - AJLC Annex,34-23451-1,Sewer-Usage (CF),0,21.33,"1592	",,6/1/24,7/1/24,"89	",Usage,N/A
7/1/24,132 Elm St - AJLC Annex,34-23451-1,Water-Usage (CF),0,29.37,"1592	",,6/1/24,7/1/24,"89	",Usage,Potable
7/1/24,137 Elm St,34-23470-1,Electric-Usage (KWH),537,78.63,"1852	",,6/1/24,7/1/24,"15	",Usage,Grid Purchased
7/1/24,137 Elm St,34-23470-1,Sewer-Usage (CF),300,21.33,"1852	",,6/1/24,7/1/24,"15	",Usage,N/A
7/1/24,137 Elm St,34-23470-1,Water-Usage (CF),300,29.37,"1852	",,6/1/24,7/1/24,"15	",Usage,Potable
7/1/24,137 Elm St Apt 3-D,34-23480-11,Electric-Usage (KWH),28,11.21,"1852	","7303	",6/1/24,7/1/24,"229	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 3-C,34-23490-6,Electric-Usage (KWH),37,12.4,"1852	","7303	",6/1/24,7/1/24,"230	",Usage,Grid Purchased
